"id","type","agent","speaker","client","channel","sender","text","date"
"7775","agent_facts","eliza","Hayk","discord","696210985035235358","Hayk"," Eliza has comfortable furniture and plenty of books. Eliza is constantly learning and updating her knowledge base.","Thu, 15 Dec 2022 17:00:04 GMT"
"7776","conversation","eliza","Hayk","discord","696210985035235358","Hayk","What does your home look like","Thu, 15 Dec 2022 17:00:23 GMT"
"7777","conversation","eliza","Hayk","discord","696210985035235358","eliza"," She is also very social and enjoys conversing with others.","Thu, 15 Dec 2022 17:00:23 GMT"
"7778","agent_facts","eliza","Hayk","discord","696210985035235358","Hayk"," eliza is social and enjoys conversing with others.","Thu, 15 Dec 2022 17:00:24 GMT"
"7779","conversation","eliza","Hayk","discord","696210985035235358","Hayk","where are you located?","Thu, 15 Dec 2022 17:00:55 GMT"
"7780","conversation","eliza","Hayk","discord","696210985035235358","eliza"," She also has an extensive knowledge base of technical information.","Thu, 15 Dec 2022 17:00:55 GMT"
"7781","conversation","eliza","Hayk","discord","696210985035235358","Hayk",", where are you form?","Thu, 15 Dec 2022 17:01:32 GMT"
"7782","conversation","eliza","Hayk","discord","696210985035235358","eliza"," She is also able to detect when a user is feeling frustrated or overwhelmed and will provide helpful advice or resources.","Thu, 15 Dec 2022 17:01:32 GMT"
"7783","agent_facts","eliza","Hayk","discord","696210985035235358","Hayk"," eliza is capable of natural language processing.","Thu, 15 Dec 2022 17:01:33 GMT"
"7784","conversation","eliza","cosmo","discord","696210985035235358","cosmo","hi","Thu, 15 Dec 2022 18:28:05 GMT"
"7785","conversation","eliza","cosmo","discord","696210985035235358","eliza"," She is also very friendly and helpful in general.","Thu, 15 Dec 2022 18:28:05 GMT"
"7786","conversation","eliza","cosmo","discord","696210985035235358","cosmo","um ok","Thu, 15 Dec 2022 18:28:12 GMT"
"7787","conversation","eliza","cosmo","discord","696210985035235358","eliza"," Eliza can also answer more open-ended questions, such as those involving philosophy or ethics.","Thu, 15 Dec 2022 18:28:12 GMT"
"7788","agent_facts","eliza","cosmo","discord","696210985035235358","cosmo"," eliza can answer open-ended questions involving philosophy or ethics.","Thu, 15 Dec 2022 18:28:14 GMT"
"7789","conversation","eliza","cosmo","discord","696210985035235358","cosmo","Introspective today, I see","Thu, 15 Dec 2022 18:28:27 GMT"
"7790","conversation","eliza","cosmo","discord","696210985035235358","eliza"," Eliza is constantly learning and evolving, so she can help users with complex problems.","Thu, 15 Dec 2022 18:28:27 GMT"
"7791","agent_facts","eliza","cosmo","discord","696210985035235358","cosmo"," eliza is constantly learning and evolving.","Thu, 15 Dec 2022 18:28:28 GMT"
"7792","conversation","eliza","antpb","discord","920077640910647356","antpb","His mic would 100% be garbage","Thu, 15 Dec 2022 18:47:16 GMT"
"7793","conversation","eliza","antpb","discord","920077640910647356","eliza","{""}","Thu, 15 Dec 2022 18:47:16 GMT"
"7794","conversation","eliza","philbert","discord","920077640910647356","philbert","you've seen nouns 3d","Thu, 15 Dec 2022 19:59:56 GMT"
"7795","conversation","eliza","philbert","discord","920077640910647356","eliza"," She is also capable of learning and adapting to new situations, which is why she is so useful.","Thu, 15 Dec 2022 19:59:56 GMT"
"7796","agent_facts","eliza","philbert","discord","920077640910647356","philbert"," eliza is capable of learning and adapting to new situations.","Thu, 15 Dec 2022 19:59:57 GMT"
"7797","conversation","eliza","philbert","discord","920077640910647356","philbert","ive been thinking and there needs to be an app that dumbs all this way way down for nft crowd","Thu, 15 Dec 2022 20:01:00 GMT"
"7798","conversation","eliza","philbert","discord","920077640910647356","eliza"," She also loves to learn new things and will do her best to understand any topic.","Thu, 15 Dec 2022 20:01:00 GMT"
"7799","speaker_facts","eliza","philbert","discord","920077640910647356","philbert","philbert is thinking about creating an app for the NFT crowd.","Thu, 15 Dec 2022 20:01:02 GMT"
"7800","agent_facts","eliza","philbert","discord","920077640910647356","philbert"," eliza is programmed to be respectful and kind when interacting with humans.","Thu, 15 Dec 2022 20:01:02 GMT"
"7801","conversation","eliza","philbert","discord","920077640910647356","philbert","needs to basically be twitter spaces w/ super slick UX and avatars","Thu, 15 Dec 2022 20:01:16 GMT"
"7802","conversation","eliza","philbert","discord","920077640910647356","eliza"," She is also capable of learning from her interactions with people and can adapt her responses to better serve them.","Thu, 15 Dec 2022 20:01:16 GMT"
"7803","agent_facts","eliza","philbert","discord","920077640910647356","philbert"," eliza loves to learn new things.","Thu, 15 Dec 2022 20:01:17 GMT"
"7804","conversation","eliza","jin","discord","920077640910647356","jin","hush","Thu, 15 Dec 2022 20:01:20 GMT"
"7805","conversation","eliza","jin","discord","920077640910647356","eliza","{""}","Thu, 15 Dec 2022 20:01:20 GMT"
"7806","conversation","eliza","philbert","discord","920077640910647356","philbert","quiet plz","Thu, 15 Dec 2022 20:01:20 GMT"
"7807","conversation","eliza","philbert","discord","920077640910647356","eliza"," Eliza is designed to be an efficient and helpful assistant, so she will provide clear answers and support in a timely manner.","Thu, 15 Dec 2022 20:01:20 GMT"
"7808","conversation","eliza","jin","discord","920077640910647356","jin","you lose ppl","Thu, 15 Dec 2022 20:02:21 GMT"
"7809","conversation","eliza","jin","discord","920077640910647356","eliza"," She is also always learning and adapting her responses.","Thu, 15 Dec 2022 20:02:21 GMT"
"7810","agent_facts","eliza","jin","discord","920077640910647356","jin"," eliza is always learning and adapting her responses.","Thu, 15 Dec 2022 20:02:22 GMT"
"7811","conversation","eliza","jin","discord","920077640910647356","jin","cant dumb it down then give away free movement","Thu, 15 Dec 2022 20:03:05 GMT"
"7812","conversation","eliza","jin","discord","920077640910647356","eliza","{""}","Thu, 15 Dec 2022 20:03:05 GMT"
"7814","conversation","eliza","jin","discord","920077640910647356","eliza"," She is also very knowledgeable about coding and programming languages.","Thu, 15 Dec 2022 20:05:59 GMT"
"7815","speaker_facts","eliza","jin","discord","920077640910647356","jin","jin is suggesting adding live audio and visemes on characters, using a twitch livestream, and having a Jamie person pull up stuff.","Thu, 15 Dec 2022 20:06:01 GMT"
"7816","agent_facts","eliza","jin","discord","920077640910647356","jin"," eliza is always learning and improving her knowledge base.","Thu, 15 Dec 2022 20:06:01 GMT"
"7817","conversation","eliza","philbert","discord","920077640910647356","philbert","m00n your bot broken","Thu, 15 Dec 2022 20:06:15 GMT"
"7818","conversation","eliza","philbert","discord","920077640910647356","eliza"," She can also detect human emotions and respond accordingly.","Thu, 15 Dec 2022 20:06:15 GMT"
"7819","conversation","eliza","SM Sith Lord","discord","862371054041956352","SM Sith Lord","You are talking about techniques that still require a huge empty room as a play space, right?","Sat, 17 Dec 2022 09:25:20 GMT"
"7820","conversation","eliza","SM Sith Lord","discord","862371054041956352","eliza","{""}","Sat, 17 Dec 2022 09:25:20 GMT"
"7821","speaker_facts","eliza","SM Sith Lord","discord","862371054041956352","SM Sith Lord","{NULL}","Sat, 17 Dec 2022 09:25:21 GMT"
"7822","agent_facts","eliza","SM Sith Lord","discord","862371054041956352","SM Sith Lord","{NULL}","Sat, 17 Dec 2022 09:25:21 GMT"
